company_id,industry_code,region,size_class,annual_revenue_msek
2009,63,Stockholm,medium,36.5
2010,69,Västra Götaland,medium,39.7
2011,78,Stockholm,small,6.1
2012,71,Övriga,medium,22.6
2013,71,Stockholm,small,6.3
2014,42,Stockholm,small,5.4
2015,68,Skåne,small,25.7
2016,77,Övriga,small,9.0
2017,47,Övriga,small,8.8
2018,46,Västra Götaland,small,12.6
2019,45,Stockholm,small,12.7
2020,72,Övriga,small,1.2
2021,45,Skåne,small,6.1
2022,63,Stockholm,small,3.9
2023,43,Övriga,medium,25.6
2024,46,Stockholm,small,11.5
2025,47,Övriga,medium,51.6
2026,52,Övriga,small,7.6
2027,49,Skåne,small,9.1
2028,63,Övriga,small,2.6
2029,47,Övriga,large,34.8
2030,71,Stockholm,small,7.5
2031,45,Västra Götaland,small,17.6
2032,70,Stockholm,small,21.0
2033,78,Västra Götaland,large,109.0
2034,49,Övriga,large,50.7
2035,45,Västra Götaland,small,13.9
2036,71,Stockholm,small,4.1
2037,43,Skåne,small,19.2
2038,46,Övriga,small,13.9
2039,77,Stockholm,small,8.4
2040,45,Västra Götaland,medium,26.8
2041,42,Stockholm,medium,32.9
2042,78,Skåne,small,2.7
2043,71,Stockholm,small,16.0
2044,70,Skåne,small,6.3
2045,69,Stockholm,small,11.1
2046,47,Stockholm,small,9.4
2047,45,Övriga,small,22.7
2048,77,Stockholm,small,8.4
2049,70,Västra Götaland,small,8.9
2050,45,Stockholm,medium,37.9
2051,78,Västra Götaland,small,23.3
2052,41,Västra Götaland,small,6.1
2053,78,Stockholm,small,14.7
2054,72,Stockholm,small,8.0
2055,68,Västra Götaland,large,52.9
2056,70,Skåne,medium,33.8
2057,41,Övriga,small,4.9
2058,78,Västra Götaland,medium,23.0
2059,47,Skåne,small,9.0
2060,45,Stockholm,large,41.3
2061,77,Stockholm,small,13.7
2062,72,Stockholm,small,20.3
2063,72,Stockholm,small,21.9
2064,47,Stockholm,medium,24.1
2065,72,Västra Götaland,small,7.6
2066,71,Skåne,medium,36.2
2067,68,Övriga,small,5.0
2068,49,Stockholm,large,69.6
2069,62,Skåne,small,7.5
2070,77,Övriga,large,48.3
2071,46,Skåne,small,4.4
2072,63,Stockholm,small,7.9
2073,43,Stockholm,large,104.2
2074,70,Stockholm,large,76.4
2075,68,Stockholm,medium,36.2
2076,78,Övriga,small,7.4
2077,70,Stockholm,small,14.0
2078,47,Stockholm,small,2.4
2079,78,Övriga,small,5.8
2080,70,Övriga,small,5.8
2081,63,Västra Götaland,small,18.4
2082,43,Skåne,medium,44.0
2083,71,Västra Götaland,medium,32.3
2084,46,Stockholm,small,4.6
2085,46,Västra Götaland,small,10.3
2086,78,Skåne,small,8.4
2087,63,Övriga,medium,33.1
2088,46,Stockholm,small,16.9
2089,45,Västra Götaland,small,12.9
2090,47,Stockholm,small,9.7
2091,45,Västra Götaland,small,6.5
2092,49,Stockholm,medium,19.6
2093,49,Stockholm,medium,18.3
2094,43,Övriga,small,3.0
2095,41,Skåne,small,10.5
2096,45,Västra Götaland,large,51.6
2097,47,Stockholm,small,12.4
2098,62,Stockholm,medium,36.2
2099,71,Västra Götaland,medium,18.4
2100,69,Övriga,medium,24.3
2101,45,Övriga,small,3.5
2102,69,Västra Götaland,small,4.3
2103,63,Västra Götaland,large,97.8
2104,49,Övriga,small,10.5
2105,43,Västra Götaland,small,11.1
2106,71,Skåne,small,5.0
2107,63,Stockholm,small,6.4
2108,77,Övriga,medium,48.9
2109,77,Västra Götaland,small,3.0
2110,63,Övriga,medium,45.2
2111,70,Övriga,medium,28.5
2112,47,Stockholm,small,20.6
2113,69,Övriga,small,4.1
2114,62,Övriga,medium,21.2
2115,70,Stockholm,small,12.5
2116,45,Stockholm,large,66.9
2117,68,Stockholm,medium,23.1
2118,68,Västra Götaland,small,8.8
2119,45,Västra Götaland,medium,37.9
2120,41,Skåne,small,19.6
2121,49,Stockholm,small,5.6
2122,47,Övriga,medium,24.1
2123,72,Stockholm,medium,18.6
2124,68,Stockholm,small,9.4
2125,72,Västra Götaland,small,3.3
2126,77,Västra Götaland,small,2.8
2127,49,Stockholm,small,12.9
2128,63,Stockholm,small,3.1
2129,69,Stockholm,small,7.9
2130,71,Övriga,small,16.6
2131,46,Övriga,large,67.3
2132,46,Västra Götaland,small,14.1
2133,43,Övriga,small,6.1
2134,46,Övriga,medium,45.1
2135,78,Stockholm,medium,26.9
2136,69,Övriga,large,34.5
2137,62,Övriga,small,3.5
2138,41,Stockholm,small,12.3
2139,45,Stockholm,small,20.2
2140,63,Stockholm,small,6.1
2141,49,Stockholm,small,5.6
2142,41,Övriga,small,6.6
2143,78,Västra Götaland,small,12.7
2144,42,Övriga,small,18.9
2145,68,Övriga,medium,18.4
2146,62,Skåne,small,4.3
2147,49,Skåne,medium,31.2
2148,78,Stockholm,small,3.7
2149,78,Stockholm,small,36.7
2150,42,Skåne,small,8.1
2151,47,Stockholm,small,10.5
2152,71,Stockholm,small,6.0
2153,47,Övriga,medium,39.9
2154,42,Skåne,medium,14.8
2155,41,Stockholm,small,12.1
2156,63,Skåne,small,16.1
2157,46,Övriga,large,64.6
2158,42,Stockholm,small,10.8
2159,77,Stockholm,small,25.6
2160,42,Övriga,small,7.4
2161,63,Stockholm,medium,22.2
2162,42,Stockholm,small,7.7
2163,77,Västra Götaland,small,10.4
2164,77,Övriga,small,11.9
2165,49,Stockholm,small,10.3
2166,69,Stockholm,small,4.2
2167,72,Stockholm,medium,21.7
2168,52,Övriga,small,10.9
2169,47,Stockholm,small,7.2
2170,63,Skåne,small,6.4
2171,43,Övriga,small,9.2
2172,78,Stockholm,medium,30.8
2173,49,Övriga,small,5.1
2174,45,Övriga,small,4.6
2175,71,Övriga,small,1.9
2176,72,Stockholm,small,25.7
2177,52,Skåne,small,12.6
2178,72,Övriga,medium,33.6
2179,71,Övriga,small,8.4
2180,62,Stockholm,medium,18.6
2181,52,Övriga,medium,11.6
2182,78,Stockholm,medium,41.1
2183,42,Stockholm,small,6.0
2184,43,Västra Götaland,small,1.6
2185,52,Övriga,large,77.1
2186,69,Västra Götaland,medium,14.0
2187,41,Västra Götaland,medium,28.1
2188,63,Övriga,small,5.8
2189,43,Västra Götaland,small,13.9
2190,47,Skåne,medium,23.0
2191,49,Västra Götaland,small,15.9
2192,68,Västra Götaland,small,13.3
2193,46,Skåne,small,9.9
2194,68,Övriga,small,19.7
2195,69,Västra Götaland,small,7.4
2196,63,Övriga,small,17.3
2197,52,Stockholm,small,7.2
2198,62,Stockholm,small,5.3
2199,45,Västra Götaland,small,4.9
2200,46,Stockholm,small,4.8
2201,52,Stockholm,medium,26.6
2202,62,Västra Götaland,small,13.4
2203,72,Stockholm,small,5.8
2204,72,Stockholm,medium,56.0
2205,77,Västra Götaland,large,121.5
2206,71,Skåne,small,4.9
2207,52,Övriga,small,13.8
2208,63,Skåne,small,11.0
2209,47,Västra Götaland,small,16.1
2210,69,Övriga,medium,112.1
2211,42,Övriga,large,47.5
2212,49,Stockholm,large,185.9
2213,77,Stockholm,small,12.3
2214,43,Skåne,small,5.7
2215,70,Skåne,large,85.7
2216,43,Övriga,small,9.4
2217,68,Övriga,small,9.7
2218,52,Skåne,medium,10.8
2219,47,Övriga,small,5.2
2220,41,Västra Götaland,small,4.7
2221,41,Stockholm,medium,40.1
2222,52,Övriga,small,6.0
2223,46,Stockholm,small,30.6
2224,77,Övriga,small,7.0
2225,68,Övriga,small,18.9
2226,46,Skåne,small,6.8
2227,45,Skåne,small,15.4
2228,47,Västra Götaland,small,15.5
2229,71,Västra Götaland,medium,22.7
2230,62,Västra Götaland,small,16.0
2231,69,Skåne,medium,41.4
2232,68,Övriga,small,11.4
2233,71,Skåne,medium,39.6
2234,77,Stockholm,small,20.6
2235,41,Västra Götaland,small,11.3
2236,70,Övriga,medium,49.6
2237,70,Västra Götaland,small,25.2
2238,42,Västra Götaland,small,3.4
2239,45,Övriga,small,11.1
2240,47,Skåne,medium,28.3
2241,46,Västra Götaland,small,10.7
2242,43,Övriga,small,5.1
2243,41,Stockholm,small,12.8
2244,45,Övriga,small,3.7
2245,42,Stockholm,small,6.1
2246,46,Stockholm,small,2.7
2247,43,Övriga,small,23.0
2248,62,Stockholm,small,7.9
2249,47,Övriga,medium,15.7
2250,47,Övriga,medium,39.0
2251,69,Övriga,medium,26.0
2252,68,Övriga,small,33.1
2253,42,Stockholm,large,33.7
2254,72,Övriga,small,14.6
2255,69,Stockholm,large,45.6
2256,69,Västra Götaland,small,11.8
2257,62,Övriga,small,6.3
2258,42,Västra Götaland,small,4.8
2259,43,Skåne,small,12.4
2260,69,Västra Götaland,medium,21.8
2261,77,Skåne,medium,19.3
2262,41,Övriga,large,126.4
2263,43,Stockholm,small,8.6
2264,42,Skåne,small,4.0
2265,62,Övriga,small,3.6
2266,72,Västra Götaland,large,116.7
2267,68,Stockholm,small,5.1
2268,77,Skåne,medium,40.6
2269,78,Stockholm,small,26.9
2270,46,Stockholm,small,34.1
2271,69,Övriga,large,67.2
2272,68,Västra Götaland,small,10.2
2273,72,Övriga,small,9.9
2274,43,Övriga,small,7.4
2275,41,Skåne,medium,54.7
2276,77,Stockholm,small,5.2
2277,42,Västra Götaland,small,20.6
2278,42,Stockholm,small,27.8
2279,43,Övriga,small,5.3
2280,52,Stockholm,small,8.6
2281,72,Stockholm,small,6.9
2282,49,Västra Götaland,large,71.3
2283,47,Stockholm,large,39.5
2284,62,Stockholm,small,7.0
2285,41,Skåne,medium,13.5
2286,52,Stockholm,small,18.4
2287,43,Stockholm,small,4.1
2288,45,Västra Götaland,small,11.9
2289,72,Övriga,small,14.0
2290,47,Skåne,small,8.3
2291,72,Västra Götaland,small,15.4
2292,43,Skåne,medium,33.5
2293,71,Västra Götaland,small,9.9
2294,71,Övriga,medium,20.4
2295,45,Stockholm,small,18.7
2296,69,Skåne,small,3.6
2297,78,Övriga,small,7.3
2298,49,Övriga,small,8.6
2299,62,Stockholm,medium,11.8
2300,43,Stockholm,medium,26.4
2301,70,Övriga,small,1.8
2302,72,Stockholm,medium,16.2
2303,41,Övriga,large,120.9
2304,47,Övriga,small,4.7
2305,42,Övriga,small,5.5
2306,71,Stockholm,medium,11.1
2307,47,Övriga,small,15.9
2308,71,Skåne,medium,16.6
2309,45,Övriga,small,5.9
2310,52,Stockholm,small,5.5
2311,43,Stockholm,small,14.7
2312,71,Västra Götaland,small,3.4
2313,78,Stockholm,large,42.8
2314,52,Skåne,small,2.6
2315,71,Övriga,small,7.3
2316,47,Västra Götaland,large,97.5
2317,77,Övriga,small,3.8
2318,71,Stockholm,small,3.9
2319,43,Stockholm,small,12.7
2320,63,Stockholm,small,15.3
2321,62,Stockholm,small,14.5
2322,70,Övriga,small,17.6
2323,49,Stockholm,small,19.0
2324,71,Skåne,large,122.5
2325,62,Västra Götaland,small,2.5
2326,72,Övriga,small,11.8
2327,71,Stockholm,small,6.6
2328,47,Stockholm,medium,14.7
2329,45,Stockholm,small,5.8
2330,52,Västra Götaland,medium,17.8
2331,78,Stockholm,small,12.6
2332,62,Övriga,large,68.1
2333,41,Skåne,small,3.2
2334,71,Skåne,medium,12.6
2335,68,Västra Götaland,small,3.2
2336,43,Stockholm,medium,20.1
2337,62,Västra Götaland,small,13.2
2338,71,Övriga,small,12.1
2339,62,Övriga,small,9.8
2340,45,Övriga,medium,17.2
2341,45,Övriga,medium,29.6
2342,52,Stockholm,small,5.3
2343,42,Stockholm,small,14.1
2344,62,Stockholm,small,13.6
2345,71,Stockholm,medium,33.0
2346,62,Stockholm,medium,27.9
2347,77,Västra Götaland,medium,21.8
2348,78,Skåne,small,9.5
2349,77,Övriga,large,103.1
2350,69,Övriga,medium,21.5
2351,43,Övriga,small,4.5
2352,68,Stockholm,small,7.0
2353,71,Stockholm,small,14.9
2354,46,Skåne,small,20.0
2355,77,Stockholm,small,7.4
2356,46,Stockholm,small,7.8
2357,43,Stockholm,small,8.2
2358,69,Stockholm,small,10.6
2359,41,Västra Götaland,small,6.4
2360,62,Västra Götaland,small,1.6
2361,62,Västra Götaland,medium,16.1
2362,45,Skåne,small,18.5
2363,43,Västra Götaland,small,26.5
2364,78,Stockholm,small,6.2
2365,42,Stockholm,medium,16.3
2366,41,Stockholm,medium,34.9
2367,52,Övriga,small,4.8
2368,70,Övriga,large,153.2
2369,72,Skåne,small,8.3
2370,52,Stockholm,large,75.2
2371,69,Skåne,small,8.1
2372,69,Skåne,small,16.4
2373,71,Västra Götaland,small,9.3
2374,72,Västra Götaland,small,5.6
2375,72,Västra Götaland,small,4.1
2376,62,Skåne,medium,10.2
2377,52,Övriga,medium,23.6
2378,47,Stockholm,small,15.2
2379,45,Övriga,small,12.9
2380,49,Stockholm,small,17.1
2381,45,Stockholm,small,5.0
2382,69,Övriga,small,27.2
2383,70,Övriga,small,3.2
2384,43,Stockholm,medium,20.9
2385,69,Västra Götaland,small,13.8
2386,42,Stockholm,small,2.9
2387,42,Västra Götaland,small,5.6
2388,62,Övriga,small,23.0
2389,41,Övriga,small,14.9
2390,52,Skåne,medium,33.1
2391,47,Västra Götaland,small,6.5
2392,47,Skåne,small,6.6
2393,78,Stockholm,medium,12.0
2394,69,Övriga,small,9.6
2395,47,Övriga,medium,24.7
2396,52,Skåne,small,12.3
2397,63,Stockholm,small,19.1
2398,41,Stockholm,medium,29.1
2399,70,Stockholm,medium,9.5
2400,78,Övriga,small,6.9
2401,43,Västra Götaland,small,3.4
2402,52,Stockholm,medium,14.3
2403,71,Västra Götaland,small,9.9
2404,43,Övriga,small,6.9
2405,77,Stockholm,medium,23.4
2406,70,Övriga,small,4.1
2407,78,Övriga,medium,31.7
2408,70,Övriga,medium,26.9
2409,47,Västra Götaland,medium,32.5
2410,78,Stockholm,medium,14.3
2411,71,Västra Götaland,small,10.8
2412,78,Stockholm,small,7.9
2413,52,Stockholm,small,10.8
2414,68,Skåne,medium,11.1
2415,41,Västra Götaland,medium,25.6
2416,49,Övriga,small,5.3
2417,78,Stockholm,small,12.1
2418,63,Skåne,large,61.6
2419,68,Övriga,small,4.1
2420,62,Övriga,small,5.5
2421,62,Övriga,medium,13.3
2422,46,Övriga,large,64.7
2423,78,Övriga,medium,15.9
2424,62,Stockholm,medium,39.1
2425,78,Västra Götaland,small,7.8
2426,49,Stockholm,medium,27.0
2427,62,Stockholm,small,25.7
2428,49,Stockholm,medium,18.5
2429,70,Stockholm,small,14.5
2430,68,Stockholm,small,17.2
2431,71,Stockholm,small,21.1
2432,68,Stockholm,small,78.4
2433,70,Övriga,medium,17.3
2434,71,Stockholm,large,47.7
2435,70,Övriga,medium,33.5
2436,41,Stockholm,medium,27.3
2437,52,Övriga,small,9.3
2438,69,Övriga,medium,13.4
2439,69,Skåne,medium,9.3
2440,52,Skåne,medium,62.9
2441,52,Stockholm,small,21.2
2442,70,Övriga,small,16.6
2443,69,Övriga,medium,13.3
2444,77,Övriga,small,16.4
2445,41,Skåne,medium,31.9
2446,70,Stockholm,large,47.3
2447,49,Övriga,small,26.2
2448,46,Stockholm,medium,52.2
2449,52,Skåne,medium,26.4
2450,71,Stockholm,medium,18.2
2451,70,Övriga,small,7.0
2452,72,Stockholm,medium,12.0
2453,78,Stockholm,small,6.7
2454,72,Skåne,small,10.9
2455,42,Övriga,medium,11.9
2456,45,Skåne,medium,29.6
2457,41,Stockholm,medium,50.7
2458,45,Stockholm,small,8.1
2459,46,Övriga,small,10.9
2460,72,Övriga,large,81.4
2461,52,Övriga,small,23.0
2462,78,Västra Götaland,medium,20.1
2463,41,Övriga,medium,18.6
2464,69,Västra Götaland,medium,34.8
2465,72,Västra Götaland,small,6.8
2466,62,Västra Götaland,medium,17.4
2467,49,Västra Götaland,medium,28.1
2468,42,Övriga,small,7.5
2469,62,Västra Götaland,small,10.0
2470,63,Stockholm,small,7.9
2471,42,Stockholm,small,2.9
2472,68,Stockholm,medium,25.1
2473,70,Skåne,medium,20.0
2474,63,Stockholm,large,61.9
2475,71,Stockholm,small,6.4
2476,62,Skåne,medium,24.3
2477,49,Skåne,small,13.6
2478,43,Övriga,medium,59.2
2479,47,Västra Götaland,small,21.4
2480,42,Övriga,large,77.3
2481,47,Övriga,medium,33.2
2482,43,Övriga,large,34.1
2483,77,Skåne,medium,42.4
2484,52,Stockholm,medium,15.5
2485,42,Övriga,small,4.5
2486,78,Stockholm,medium,42.4
2487,62,Stockholm,small,4.5
2488,69,Västra Götaland,small,9.2
2489,43,Stockholm,small,2.6
2490,68,Övriga,medium,33.8
2491,41,Skåne,small,6.9
2492,70,Skåne,small,3.2
2493,72,Skåne,medium,11.6
2494,46,Västra Götaland,large,64.0
2495,78,Stockholm,medium,32.1
2496,47,Skåne,small,20.5
2497,68,Övriga,small,5.7
2498,45,Västra Götaland,small,24.3
2499,43,Övriga,small,17.6
2500,70,Stockholm,small,6.1
2501,62,Stockholm,large,106.0
2502,47,Stockholm,small,4.7
2503,69,Västra Götaland,small,8.0
2504,42,Övriga,small,8.5
2505,43,Övriga,small,11.1
2506,43,Västra Götaland,small,5.7
2507,69,Skåne,small,14.1
2508,72,Övriga,large,40.3
2509,62,Stockholm,small,10.6
2510,52,Stockholm,small,7.4
2511,68,Övriga,small,5.9
2512,77,Skåne,small,8.1
2513,45,Övriga,small,5.5
2514,41,Stockholm,small,9.3
2515,49,Övriga,small,9.5
2516,42,Stockholm,small,10.6
2517,46,Stockholm,small,26.0
2518,49,Västra Götaland,small,8.3
2519,45,Stockholm,small,16.5
2520,46,Stockholm,small,10.4
2521,41,Stockholm,small,7.8
2522,41,Stockholm,small,8.4
2523,72,Övriga,small,8.7
2524,63,Västra Götaland,small,10.7
2525,43,Stockholm,small,5.1
2526,68,Stockholm,small,3.7
2527,72,Stockholm,small,13.4
2528,68,Skåne,large,67.2
2529,78,Stockholm,medium,19.0
2530,78,Övriga,medium,11.3
2531,47,Stockholm,medium,26.2
2532,46,Stockholm,large,28.9
2533,52,Övriga,medium,32.1
2534,42,Övriga,small,15.5
2535,77,Stockholm,small,14.1
2536,69,Övriga,small,9.9
2537,47,Västra Götaland,medium,26.5
2538,41,Övriga,large,37.1
2539,45,Skåne,small,14.3
2540,78,Skåne,medium,23.2
2541,70,Övriga,small,13.8
2542,46,Stockholm,small,14.5
2543,43,Skåne,small,5.4
2544,68,Västra Götaland,small,4.7
2545,70,Stockholm,small,7.1
2546,45,Stockholm,medium,20.8
2547,71,Stockholm,medium,84.2
2548,68,Skåne,medium,13.6
2549,63,Skåne,small,8.9
2550,47,Skåne,medium,38.0
2551,72,Stockholm,small,7.8
2552,63,Västra Götaland,small,2.9
2553,46,Övriga,medium,24.7
2554,46,Västra Götaland,small,25.4
2555,63,Skåne,small,7.7
2556,46,Övriga,small,10.0
2557,43,Övriga,medium,16.0
2558,47,Västra Götaland,small,19.0
2559,45,Övriga,small,2.2
2560,62,Västra Götaland,medium,23.9
2561,78,Övriga,medium,12.2
2562,70,Stockholm,medium,18.2
2563,72,Stockholm,small,6.6
2564,78,Stockholm,small,7.2
2565,70,Övriga,small,7.4
2566,77,Västra Götaland,small,8.1
2567,45,Stockholm,medium,24.0
2568,46,Stockholm,small,21.5
2569,46,Övriga,small,13.5
2570,62,Övriga,medium,11.3
2571,78,Skåne,medium,31.6
2572,70,Skåne,medium,15.2
2573,42,Västra Götaland,medium,11.9
2574,70,Västra Götaland,medium,14.3
2575,43,Övriga,medium,72.8
2576,63,Stockholm,small,16.0
2577,42,Västra Götaland,large,95.9
2578,70,Stockholm,small,9.3
2579,78,Västra Götaland,small,3.9
2580,71,Västra Götaland,small,2.6
2581,69,Västra Götaland,medium,9.1
2582,69,Stockholm,large,58.0
2583,68,Västra Götaland,small,3.6
2584,49,Stockholm,small,11.2
2585,45,Stockholm,medium,30.5
2586,41,Stockholm,large,151.4
2587,43,Övriga,small,9.2
2588,70,Västra Götaland,small,8.0
2589,72,Skåne,medium,16.8
2590,42,Övriga,small,7.2
2591,68,Skåne,medium,20.6
2592,45,Västra Götaland,small,30.2
2593,78,Västra Götaland,small,5.5
2594,43,Västra Götaland,small,15.7
2595,52,Skåne,small,9.0
2596,46,Västra Götaland,small,8.7
2597,49,Övriga,small,18.3
2598,52,Övriga,medium,33.2
2599,46,Stockholm,small,21.7
2600,78,Stockholm,large,81.0
2601,46,Skåne,small,7.8
2602,45,Stockholm,medium,32.4
2603,42,Stockholm,small,14.6
2604,68,Övriga,small,11.2
2605,70,Stockholm,small,9.1
2606,72,Övriga,small,10.2
2607,69,Övriga,medium,17.5
2608,68,Övriga,medium,12.4
2609,49,Stockholm,medium,33.5
2610,46,Stockholm,small,6.0
2611,78,Västra Götaland,medium,32.3
2612,62,Stockholm,small,7.5
2613,71,Stockholm,large,84.7
2614,69,Stockholm,medium,21.3
2615,47,Stockholm,small,6.4
2616,78,Stockholm,small,15.5
2617,77,Övriga,small,8.5
2618,69,Stockholm,medium,30.6
2619,69,Stockholm,small,4.1
2620,47,Skåne,medium,19.6
2621,45,Övriga,small,5.8
2622,47,Stockholm,small,1.3
2623,68,Stockholm,small,6.7
2624,41,Skåne,small,9.2
2625,72,Övriga,medium,16.2
2626,68,Övriga,small,8.3
2627,78,Skåne,small,29.6
2628,71,Stockholm,small,12.7
2629,72,Västra Götaland,small,12.4
2630,72,Stockholm,medium,24.6
2631,45,Skåne,small,3.4
2632,49,Övriga,medium,31.8
2633,70,Övriga,medium,28.6
2634,43,Stockholm,medium,31.6
2635,77,Stockholm,small,7.3
2636,62,Västra Götaland,small,6.7
2637,52,Övriga,medium,16.8
2638,70,Övriga,medium,54.1
2639,78,Stockholm,medium,20.7
2640,78,Stockholm,small,5.6
2641,78,Västra Götaland,small,5.6
2642,41,Stockholm,small,3.0
2643,52,Övriga,medium,23.1
2644,47,Västra Götaland,small,4.2
2645,43,Övriga,small,15.2
2646,46,Skåne,medium,12.7
2647,70,Övriga,small,8.3
2648,72,Stockholm,small,6.7
2649,71,Övriga,small,9.0
2650,77,Stockholm,small,18.2
2651,68,Västra Götaland,small,9.0
2652,43,Stockholm,small,12.5
2653,63,Västra Götaland,small,5.4
2654,63,Stockholm,small,6.2
2655,77,Stockholm,small,11.2
2656,69,Övriga,medium,22.3
2657,42,Stockholm,small,28.1
2658,62,Övriga,small,21.3
2659,43,Övriga,small,12.8
2660,72,Stockholm,small,9.9
2661,43,Skåne,small,20.9
2662,52,Stockholm,small,14.5
2663,78,Stockholm,medium,32.0
2664,52,Västra Götaland,small,2.3
2665,49,Övriga,medium,35.9
2666,49,Stockholm,small,4.8
2667,43,Skåne,small,11.1
2668,41,Västra Götaland,small,3.1
2669,45,Övriga,medium,53.6
2670,46,Stockholm,small,5.3
2671,41,Skåne,small,5.9
2672,72,Skåne,small,7.7
2673,46,Skåne,small,7.6
2674,70,Övriga,large,41.1
2675,52,Övriga,small,7.6
2676,52,Stockholm,medium,31.8
2677,46,Västra Götaland,medium,28.2
2678,62,Västra Götaland,small,14.8
2679,41,Stockholm,small,7.7
2680,45,Västra Götaland,small,7.2
2681,43,Västra Götaland,small,4.0
2682,42,Västra Götaland,small,16.7
2683,52,Övriga,small,6.0
2684,62,Stockholm,medium,19.6
2685,42,Övriga,medium,17.6
2686,71,Västra Götaland,medium,39.9
2687,71,Skåne,small,4.7
2688,45,Övriga,small,10.3
2689,47,Västra Götaland,small,5.7
2690,68,Västra Götaland,medium,39.5
2691,43,Västra Götaland,large,56.1
2692,52,Västra Götaland,small,6.6
2693,43,Övriga,small,10.5
2694,71,Övriga,small,7.4
2695,70,Stockholm,medium,14.3
2696,70,Stockholm,small,36.1
2697,42,Västra Götaland,small,8.6
2698,70,Stockholm,large,48.0
2699,47,Skåne,medium,35.2
2700,77,Stockholm,small,13.1
2701,42,Västra Götaland,large,41.3
2702,52,Stockholm,small,2.8
2703,78,Stockholm,small,5.4
2704,42,Skåne,small,4.7
2705,63,Västra Götaland,medium,34.0
2706,77,Övriga,medium,14.1
2707,47,Övriga,small,5.1
2708,42,Västra Götaland,large,89.9
2709,42,Stockholm,small,11.6
2710,70,Övriga,medium,32.1
2711,72,Övriga,small,16.8
2712,42,Övriga,small,11.1
2713,49,Stockholm,small,7.9
2714,43,Övriga,medium,14.5
2715,52,Stockholm,small,6.2
2716,71,Övriga,medium,7.3
2717,49,Övriga,small,17.6
2718,49,Stockholm,medium,22.6
2719,41,Övriga,small,31.3
2720,78,Stockholm,small,9.8
2721,62,Övriga,small,15.9
2722,70,Stockholm,medium,27.9
2723,78,Övriga,small,11.1
2724,63,Stockholm,small,14.2
2725,63,Övriga,large,98.4
2726,45,Västra Götaland,medium,23.2
2727,52,Västra Götaland,small,4.5
2728,71,Stockholm,large,79.8
2729,71,Övriga,medium,102.9
2730,72,Stockholm,small,6.7
2731,45,Skåne,small,11.4
2732,70,Stockholm,medium,29.6
2733,52,Övriga,medium,26.4
2734,69,Stockholm,small,18.7
2735,71,Stockholm,small,5.5
2736,42,Stockholm,small,2.7
2737,42,Västra Götaland,small,6.7
2738,68,Stockholm,small,16.5
2739,62,Västra Götaland,small,3.5
2740,69,Övriga,medium,30.4
2741,78,Övriga,medium,19.7
2742,72,Skåne,small,4.5
2743,78,Stockholm,small,9.9
2744,47,Skåne,small,8.4
2745,78,Stockholm,small,12.9
2746,52,Övriga,large,45.9
2747,62,Stockholm,medium,39.0
2748,47,Västra Götaland,small,4.3
2749,46,Västra Götaland,small,7.4
2750,69,Övriga,small,18.5
2751,68,Stockholm,small,4.4
2752,41,Skåne,small,21.9
2753,68,Stockholm,medium,29.4
2754,62,Övriga,medium,28.7
2755,42,Övriga,small,4.8
2756,69,Västra Götaland,medium,18.0
2757,45,Västra Götaland,medium,11.2
2758,45,Övriga,medium,19.1
2759,72,Västra Götaland,large,77.4
2760,70,Västra Götaland,small,15.0
2761,78,Skåne,small,7.2
2762,47,Skåne,medium,28.3
2763,77,Stockholm,medium,19.6
2764,69,Övriga,large,28.2
2765,46,Västra Götaland,small,4.5
2766,78,Stockholm,small,6.7
2767,41,Övriga,small,12.5
2768,63,Västra Götaland,small,9.0
2769,72,Stockholm,small,17.7
2770,68,Skåne,small,21.4
2771,70,Övriga,small,4.4
2772,46,Övriga,small,4.2
2773,41,Övriga,small,4.1
2774,69,Övriga,small,5.3
2775,68,Stockholm,small,17.5
2776,78,Västra Götaland,small,12.6
2777,45,Övriga,large,120.9
2778,72,Västra Götaland,small,6.5
2779,62,Skåne,small,9.0
2780,69,Skåne,medium,28.4
2781,46,Västra Götaland,small,21.0
2782,63,Övriga,medium,21.8
2783,78,Västra Götaland,small,28.4
2784,46,Västra Götaland,large,37.2
2785,77,Övriga,small,10.5
2786,49,Västra Götaland,large,40.3
2787,62,Stockholm,medium,30.4
2788,43,Västra Götaland,small,1.8
2789,72,Övriga,medium,15.1
2790,77,Övriga,small,10.8
2791,71,Övriga,small,15.8
2792,43,Övriga,small,10.3
2793,69,Stockholm,large,70.2
2794,62,Övriga,small,14.0
2795,49,Övriga,small,11.2
2796,62,Stockholm,medium,27.0
2797,70,Stockholm,small,4.3
2798,46,Övriga,small,5.3
2799,70,Övriga,medium,17.8
2800,45,Övriga,medium,11.4
2801,42,Övriga,small,7.4
2802,77,Västra Götaland,large,73.1
2803,62,Skåne,small,17.1
2804,62,Västra Götaland,small,5.7
2805,47,Stockholm,small,11.9
2806,68,Övriga,small,10.8
2807,41,Västra Götaland,small,23.4
2808,45,Skåne,small,8.8
2809,70,Västra Götaland,medium,22.6
2810,70,Västra Götaland,small,3.1
2811,70,Stockholm,medium,52.9
2812,42,Stockholm,small,13.3
2813,62,Stockholm,large,64.5
2814,52,Stockholm,small,32.6
2815,49,Övriga,small,13.8
2816,45,Stockholm,small,5.6
2817,43,Stockholm,medium,11.8
2818,47,Skåne,medium,26.0
2819,69,Skåne,small,4.7
